data;
param :Aij: A :=
	"COST...."	"x72"	2
	"c18"	"x72"	1
	"c19"	"x72"	-1
	"COST...."	"x73"	2
	"c19"	"x73"	1
	"c20"	"x73"	-1
	"COST...."	"x74"	2
	"c20"	"x74"	1
	"c21"	"x74"	-1
	"COST...."	"x75"	2
	"c21"	"x75"	1
	"c22"	"x75"	-1
	"COST...."	"x76"	2
	"c22"	"x76"	1
	"c23"	"x76"	-1
	"COST...."	"x77"	2
	"c23"	"x77"	1
	"c24"	"x77"	-1
	"COST...."	"x78"	2
	"c25"	"x78"	1
	"c26"	"x78"	-1
	"COST...."	"x79"	2
	"c26"	"x79"	1
	"c27"	"x79"	-1
	"COST...."	"x80"	2
	"c27"	"x80"	1
	"c28"	"x80"	-1
	"COST...."	"x81"	2
	"c28"	"x81"	1
	"c29"	"x81"	-1
	"COST...."	"x82"	2
	"c29"	"x82"	1
	"c30"	"x82"	-1
	"COST...."	"x83"	2
	"c30"	"x83"	1
	"c31"	"x83"	-1
	"COST...."	"x84"	2
	"c31"	"x84"	1
	"c32"	"x84"	-1
	"COST...."	"x85"	2
	"c33"	"x85"	1
	"c34"	"x85"	-1
	"COST...."	"x86"	2
	"c34"	"x86"	1
	"c35"	"x86"	-1
	"COST...."	"x87"	2
	"c35"	"x87"	1
	"c36"	"x87"	-1
	"COST...."	"x88"	2
	"c36"	"x88"	1
	"c37"	"x88"	-1
	"COST...."	"x89"	2
	"c37"	"x89"	1
	"c38"	"x89"	-1
	"COST...."	"x90"	2
	"c38"	"x90"	1
	"c39"	"x90"	-1
	"COST...."	"x91"	2
	"c39"	"x91"	1
	"c40"	"x91"	-1
	"COST...."	"x92"	2
	"c41"	"x92"	1
	"c42"	"x92"	-1
	"COST...."	"x93"	2
	"c42"	"x93"	1
	"c43"	"x93"	-1
	"COST...."	"x94"	2
	"c43"	"x94"	1
	"c44"	"x94"	-1
	"COST...."	"x95"	2
	"c44"	"x95"	1
	"c45"	"x95"	-1
	"COST...."	"x96"	2
	"c45"	"x96"	1
	"c46"	"x96"	-1
	"COST...."	"x97"	2
	"c46"	"x97"	1
	"c47"	"x97"	-1
	"COST...."	"x98"	2
	"c47"	"x98"	1
	"c48"	"x98"	-1
	"COST...."	"x99"	2
	"c49"	"x99"	1
	"c50"	"x99"	-1
	"COST...."	"x100"	2
	"c50"	"x100"	1
	"c51"	"x100"	-1
	"COST...."	"x101"	2
	"c51"	"x101"	1
	"c52"	"x101"	-1
	"COST...."	"x102"	2
	"c52"	"x102"	1
	"c53"	"x102"	-1
	"COST...."	"x103"	2
	"c53"	"x103"	1
	"c54"	"x103"	-1
	"COST...."	"x104"	2
	"c54"	"x104"	1
	"c55"	"x104"	-1
	"COST...."	"x105"	2
	"c55"	"x105"	1
	"c56"	"x105"	-1
	"COST...."	"x106"	2
	"c57"	"x106"	1
	"c58"	"x106"	-1
	"COST...."	"x107"	2
	"c58"	"x107"	1
	"c59"	"x107"	-1
	"COST...."	"x108"	2
	"c59"	"x108"	1
	"c60"	"x108"	-1
	"COST...."	"x109"	2
	"c60"	"x109"	1
	"c61"	"x109"	-1
	"COST...."	"x110"	2
	"c61"	"x110"	1
	"c62"	"x110"	-1
	"COST...."	"x111"	2
	"c62"	"x111"	1
	"c63"	"x111"	-1
	"COST...."	"x112"	2
	"c63"	"x112"	1
	"c64"	"x112"	-1
	"c1"	"x113"	1
	"c65"	"x113"	1
	"c73"	"x113"	1
	"c2"	"x114"	1
	"c66"	"x114"	1
	"c74"	"x114"	1
	"c3"	"x115"	1
	"c67"	"x115"	1
	"c75"	"x115"	1
	"c4"	"x116"	1
	"c68"	"x116"	1
	"c76"	"x116"	1
	"c5"	"x117"	1
	"c69"	"x117"	1
	"c77"	"x117"	1
	"c6"	"x118"	1
	"c70"	"x118"	1
	"c78"	"x118"	1
	"c7"	"x119"	1
	"c71"	"x119"	1
	"c79"	"x119"	1
	"c8"	"x120"	1
	"c72"	"x120"	1
	"c80"	"x120"	1
	"c9"	"x121"	1
	"c65"	"x121"	1
	"c81"	"x121"	1
	"c10"	"x122"	1
	"c66"	"x122"	1
	"c82"	"x122"	1
	"c11"	"x123"	1
	"c67"	"x123"	1
	"c83"	"x123"	1
	"c12"	"x124"	1
	"c68"	"x124"	1
	"c84"	"x124"	1
	"c13"	"x125"	1
	"c69"	"x125"	1
	"c85"	"x125"	1
	"c14"	"x126"	1
	"c70"	"x126"	1
	"c86"	"x126"	1
	"c15"	"x127"	1
	"c71"	"x127"	1
	"c87"	"x127"	1
	"c16"	"x128"	1
	"c72"	"x128"	1
	"c88"	"x128"	1
	"c17"	"x129"	1
	"c65"	"x129"	1
	"c89"	"x129"	1
	"c18"	"x130"	1
	"c66"	"x130"	1
	"c90"	"x130"	1
	"c19"	"x131"	1
	"c67"	"x131"	1
	"c91"	"x131"	1
	"c20"	"x132"	1
	"c68"	"x132"	1
	"c92"	"x132"	1
	"c21"	"x133"	1
	"c69"	"x133"	1
	"c93"	"x133"	1
	"c22"	"x134"	1
	"c70"	"x134"	1
	"c94"	"x134"	1
	"c23"	"x135"	1
	"c71"	"x135"	1
	"c95"	"x135"	1
	"c24"	"x136"	1
	"c72"	"x136"	1
	"c96"	"x136"	1
	"c25"	"x137"	1
	"c65"	"x137"	1
	"c97"	"x137"	1
	"c26"	"x138"	1
	"c66"	"x138"	1
	"c98"	"x138"	1
	"c27"	"x139"	1
	"c67"	"x139"	1
	"c99"	"x139"	1
	"c28"	"x140"	1
	"c68"	"x140"	1
	"c100"	"x140"	1
	"c29"	"x141"	1
	"c69"	"x141"	1
	"c101"	"x141"	1
	"c30"	"x142"	1
	"c70"	"x142"	1
	"c102"	"x142"	1
	"c31"	"x143"	1
	"c71"	"x143"	1
	"c103"	"x143"	1
	"c32"	"x144"	1
	"c72"	"x144"	1
	"c104"	"x144"	1
	"c33"	"x145"	1
	"c65"	"x145"	1
	"c105"	"x145"	1
	"c34"	"x146"	1
	"c66"	"x146"	1
	"c106"	"x146"	1
	"c35"	"x147"	1
	"c67"	"x147"	1
	"c107"	"x147"	1
	"c36"	"x148"	1
	"c68"	"x148"	1
	"c108"	"x148"	1
	"c37"	"x149"	1
	"c69"	"x149"	1
	"c109"	"x149"	1
	"c38"	"x150"	1
	"c70"	"x150"	1
	"c110"	"x150"	1
	"c39"	"x151"	1
	"c71"	"x151"	1
	"c111"	"x151"	1
	"c40"	"x152"	1
	"c72"	"x152"	1
	"c112"	"x152"	1
	"c41"	"x153"	1
	"c65"	"x153"	1
	"c113"	"x153"	1
	"c42"	"x154"	1
	"c66"	"x154"	1
	"c114"	"x154"	1
	"c43"	"x155"	1
	"c67"	"x155"	1
	"c115"	"x155"	1
	"c44"	"x156"	1
	"c68"	"x156"	1
	"c116"	"x156"	1
	"c45"	"x157"	1
	"c69"	"x157"	1
	"c117"	"x157"	1
	"c46"	"x158"	1
	"c70"	"x158"	1
	"c118"	"x158"	1
	"c47"	"x159"	1
	"c71"	"x159"	1
	"c119"	"x159"	1
	"c48"	"x160"	1
	"c72"	"x160"	1
	"c120"	"x160"	1
	"c49"	"x161"	1
	"c65"	"x161"	1
	"c121"	"x161"	1
	"c50"	"x162"	1
	"c66"	"x162"	1
	"c122"	"x162"	1
	"c51"	"x163"	1
	"c67"	"x163"	1
	"c123"	"x163"	1
	"c52"	"x164"	1
	"c68"	"x164"	1
	"c124"	"x164"	1
	"c53"	"x165"	1
	"c69"	"x165"	1
	"c125"	"x165"	1
	"c54"	"x166"	1
	"c70"	"x166"	1
	"c126"	"x166"	1
	"c55"	"x167"	1
	"c71"	"x167"	1
	"c127"	"x167"	1
	"c56"	"x168"	1
	"c72"	"x168"	1
	"c128"	"x168"	1
	"c57"	"x169"	1
	"c65"	"x169"	1
	"c129"	"x169"	1
	"c58"	"x170"	1
	"c66"	"x170"	1
	"c130"	"x170"	1
	"c59"	"x171"	1
	"c67"	"x171"	1
	"c131"	"x171"	1
	"c60"	"x172"	1
	"c68"	"x172"	1
	"c132"	"x172"	1
	"c61"	"x173"	1
	"c69"	"x173"	1
	"c133"	"x173"	1
	"c62"	"x174"	1
	"c70"	"x174"	1
	"c134"	"x174"	1
	"c63"	"x175"	1
	"c71"	"x175"	1
	"c135"	"x175"	1
	"c64"	"x176"	1
	"c72"	"x176"	1
	"c136"	"x176"	1
	"COST...."	"x177"	100
	"c73"	"x177"	-350
	"COST...."	"x178"	100
	"c74"	"x178"	-350
	"COST...."	"x179"	100
	"c75"	"x179"	-350
	"COST...."	"x180"	100
	"c76"	"x180"	-400
	"COST...."	"x181"	100
	"c77"	"x181"	-400
	"COST...."	"x182"	100
	"c78"	"x182"	-400
	"COST...."	"x183"	100
	"c79"	"x183"	-400
	"COST...."	"x184"	100
	"c80"	"x184"	-420
	"COST...."	"x185"	200
	"c81"	"x185"	-240
	"COST...."	"x186"	200
	"c82"	"x186"	-240
	"COST...."	"x187"	200
	"c83"	"x187"	-240
	"COST...."	"x188"	200
	"c84"	"x188"	-240
	"COST...."	"x189"	200
	"c85"	"x189"	-240
	"COST...."	"x190"	200
	"c86"	"x190"	-240
	"COST...."	"x191"	200
	"c87"	"x191"	-240
	"COST...."	"x192"	200
	"c88"	"x192"	-240
	"COST...."	"x193"	200
	"c89"	"x193"	-350
	"COST...."	"x194"	200
	"c90"	"x194"	-350
	"COST...."	"x195"	200
	"c91"	"x195"	-350
	"COST...."	"x196"	200
	"c92"	"x196"	-400
	"COST...."	"x197"	200
	"c93"	"x197"	-400
	"COST...."	"x198"	200
	"c94"	"x198"	-400
	"COST...."	"x199"	200
	"c95"	"x199"	-400
	"COST...."	"x200"	200
	"c96"	"x200"	-500
	"COST...."	"x201"	300
	"c97"	"x201"	-350
	"COST...."	"x202"	300
	"c98"	"x202"	-350
	"COST...."	"x203"	300
	"c99"	"x203"	-350
	"COST...."	"x204"	300
	"c100"	"x204"	-400
	"COST...."	"x205"	300
	"c101"	"x205"	-400
	"COST...."	"x206"	300
	"c102"	"x206"	-400
	"COST...."	"x207"	300
	"c103"	"x207"	-400
	"COST...."	"x208"	300
	"c104"	"x208"	-500
	"COST...."	"x209"	400
	"c105"	"x209"	-160
	"COST...."	"x210"	400
	"c106"	"x210"	-160
	"COST...."	"x211"	400
	"c107"	"x211"	-160
	"COST...."	"x212"	400
	"c108"	"x212"	-160
	"COST...."	"x213"	400
	"c109"	"x213"	-160
	"COST...."	"x214"	400
	"c110"	"x214"	-160
	"COST...."	"x215"	400
	"c111"	"x215"	-160
	"COST...."	"x216"	400
	"c112"	"x216"	-160
	"COST...."	"x217"	250
	"c113"	"x217"	-350
	"COST...."	"x218"	250
	"c114"	"x218"	-350
	"COST...."	"x219"	250
	"c115"	"x219"	-350
	"COST...."	"x220"	250
	"c116"	"x220"	-400
	"COST...."	"x221"	250
	"c117"	"x221"	-400
	"COST...."	"x222"	250
	"c118"	"x222"	-400
	"COST...."	"x223"	250
	"c119"	"x223"	-400
	"COST...."	"x224"	250
	"c120"	"x224"	-400
	"COST...."	"x225"	500
	"c121"	"x225"	-240
	"COST...."	"x226"	500
	"c122"	"x226"	-240
	"COST...."	"x227"	500
	"c123"	"x227"	-240
	"COST...."	"x228"	500
	"c124"	"x228"	-240
	"COST...."	"x229"	500
	"c125"	"x229"	-240
	"COST...."	"x230"	500
	"c126"	"x230"	-240
	"COST...."	"x231"	500
	"c127"	"x231"	-240
	"COST...."	"x232"	500
	"c128"	"x232"	-240
	"COST...."	"x233"	300
	"c129"	"x233"	-100
	"COST...."	"x234"	300
	"c130"	"x234"	-100
	"COST...."	"x235"	300
	"c131"	"x235"	-100
	"COST...."	"x236"	300
	"c132"	"x236"	-100
	"COST...."	"x237"	300
	"c133"	"x237"	-100
	"COST...."	"x238"	300
	"c134"	"x238"	-100
	"COST...."	"x239"	300
	"c135"	"x239"	-100
	"COST...."	"x240"	300
	"c136"	"x240"	-100
;
param b :=
	"c2"	70
	"c3"	50
	"c4"	100
	"c5"	20
	"c6"	80
	"c8"	100
	"c9"	20
	"c10"	40
	"c11"	50
	"c12"	10
	"c13"	30
	"c15"	40
	"c16"	50
	"c17"	40
	"c18"	50
	"c20"	100
	"c21"	40
	"c22"	80
	"c23"	90
	"c24"	160
	"c26"	100
	"c27"	100
	"c28"	150
	"c29"	160
	"c30"	90
	"c31"	100
	"c32"	100
	"c33"	50
	"c35"	20
	"c36"	40
	"c37"	10
	"c38"	10
	"c39"	20
	"c40"	10
	"c41"	70
	"c42"	40
	"c43"	40
	"c44"	40
	"c45"	100
	"c46"	20
	"c47"	40
	"c48"	50
	"c50"	20
	"c51"	50
	"c52"	10
	"c53"	20
	"c54"	60
	"c55"	40
	"c56"	40
	"c57"	10
	"c58"	20
	"c61"	10
	"c62"	10
	"c63"	20
	"c64"	30
	"c65"	350
	"c66"	350
	"c67"	350
	"c68"	400
	"c69"	400
	"c70"	400
	"c71"	400
	"c72"	500
;
param ub :=
	"x177"	1
	"x178"	1
	"x179"	1
	"x180"	1
	"x181"	1
	"x182"	1
	"x183"	1
	"x184"	1
	"x185"	1
	"x186"	1
	"x187"	1
	"x188"	1
	"x189"	1
	"x190"	1
	"x191"	1
	"x192"	1
	"x193"	1
	"x194"	1
	"x195"	1
	"x196"	1
	"x197"	1
	"x198"	1
	"x199"	1
	"x200"	1
	"x201"	1
	"x202"	1
	"x203"	1
	"x204"	1
	"x205"	1
	"x206"	1
	"x207"	1
	"x208"	1
	"x209"	1
	"x210"	1
	"x211"	1
	"x212"	1
	"x213"	1
	"x214"	1
	"x215"	1
	"x216"	1
	"x217"	1
	"x218"	1
	"x219"	1
	"x220"	1
	"x221"	1
	"x222"	1
	"x223"	1
	"x224"	1
	"x225"	1
	"x226"	1
	"x227"	1
	"x228"	1
	"x229"	1
	"x230"	1
	"x231"	1
	"x232"	1
	"x233"	1
	"x234"	1
	"x235"	1
	"x236"	1
	"x237"	1
	"x238"	1
	"x239"	1
	"x240"	1
;
param lb :=
;
param :I1: ctype :=
	"COST...."	N
	"c1"	E
	"c2"	E
	"c3"	E
	"c4"	E
	"c5"	E
	"c6"	E
	"c7"	E
	"c8"	E
	"c9"	E
	"c10"	E
	"c11"	E
	"c12"	E
	"c13"	E
	"c14"	E
	"c15"	E
	"c16"	E
	"c17"	E
	"c18"	E
	"c19"	E
	"c20"	E
	"c21"	E
	"c22"	E
	"c23"	E
	"c24"	E
	"c25"	E
	"c26"	E
	"c27"	E
	"c28"	E
	"c29"	E
	"c30"	E
	"c31"	E
	"c32"	E
	"c33"	E
	"c34"	E
	"c35"	E
	"c36"	E
	"c37"	E
	"c38"	E
	"c39"	E
	"c40"	E
	"c41"	E
	"c42"	E
	"c43"	E
	"c44"	E
	"c45"	E
	"c46"	E
	"c47"	E
	"c48"	E
	"c49"	E
	"c50"	E
	"c51"	E
	"c52"	E
	"c53"	E
	"c54"	E
	"c55"	E
	"c56"	E
	"c57"	E
	"c58"	E
	"c59"	E
	"c60"	E
	"c61"	E
	"c62"	E
	"c63"	E
	"c64"	E
	"c65"	L
	"c66"	L
	"c67"	L
	"c68"	L
	"c69"	L
	"c70"	L
	"c71"	L
	"c72"	L
	"c73"	L
	"c74"	L
	"c75"	L
	"c76"	L
	"c77"	L
	"c78"	L
	"c79"	L
	"c80"	L
	"c81"	L
	"c82"	L
	"c83"	L
	"c84"	L
	"c85"	L
	"c86"	L
	"c87"	L
	"c88"	L
	"c89"	L
	"c90"	L
	"c91"	L
	"c92"	L
	"c93"	L
	"c94"	L
	"c95"	L
	"c96"	L
	"c97"	L
	"c98"	L
	"c99"	L
	"c100"	L
	"c101"	L
	"c102"	L
	"c103"	L
	"c104"	L
	"c105"	L
	"c106"	L
	"c107"	L
	"c108"	L
	"c109"	L
	"c110"	L
	"c111"	L
	"c112"	L
	"c113"	L
	"c114"	L
	"c115"	L
	"c116"	L
	"c117"	L
	"c118"	L
	"c119"	L
	"c120"	L
	"c121"	L
	"c122"	L
	"c123"	L
	"c124"	L
	"c125"	L
	"c126"	L
	"c127"	L
	"c128"	L
	"c129"	L
	"c130"	L
	"c131"	L
	"c132"	L
	"c133"	L
	"c134"	L
	"c135"	L
	"c136"	L
;
set K :=

	"x200"
	"x201"
	"x202"
	"x210"
	"x203"
	"x211"
	"x204"
	"x212"
	"x205"
	"x220"
	"x213"
	"x206"
	"x221"
	"x214"
	"x207"
	"x222"
	"x215"
	"x208"
	"x230"
	"x223"
	"x216"
	"x209"
	"x231"
	"x224"
	"x217"
	"x232"
	"x225"
	"x218"
	"x240"
	"x233"
	"x226"
	"x219"
	"x234"
	"x227"
	"x235"
	"x228"
	"x236"
	"x229"
	"x237"
	"x238"
	"x180"
	"x239"
	"x181"
	"x182"
	"x190"
	"x183"
	"x191"
	"x184"
	"x177"
	"x192"
	"x185"
	"x178"
	"x193"
	"x186"
	"x179"
	"x194"
	"x187"
	"x195"
	"x188"
	"x196"
	"x189"
	"x197"
	"x198"
	"x199"
;
